Date_reporting,index,Unnamed: 0,Wallonië,België,Vlaanderen,Brussel
2020-05-13,8,Thuis,3,22,15,4
2020-05-13,9,Overige*,17,38,21,0
2020-05-13,10,Onbekend,12,33,20,1
2020-05-13,11,TOTAAL,3084,8843,4394,1365
2020-05-13,12,*Andere instellingen en residentiële collectiviteiten | Noot: Vanaf 24/04/2020 zijn er gegevens beschikbaar over de diagnostische status,0,0,0,0
2020-05-13,13,van sterfgevallen in woonzorgcentra in Vlaanderen (bevestigde en mogelijke COVID-19-gevallen).,0,0,0,0
2020-05-13,14,Gerapporteerde sterfgevallen in de laatste 24 uur,0,0,0,0
2020-05-13,16,Plaats van overlijden,0,0,0,0
2020-05-13,18,Ziekenhuis,13,29,12,4
2020-05-13,19,Bevestigde gevallen,11,26,11,4
2020-05-13,20,Mogelijke gevallen,2,3,1,0
2020-05-13,21,Woonzorgcentrum,16,53,29,8
2020-05-13,22,Bevestigde gevallen,14,42,24,4
2020-05-13,23,Mogelijke gevallen,2,11,5,4
2020-05-13,24,Thuis,0,0,0,0
2020-05-13,25,Overige*,0,0,0,0
2020-05-13,26,Onbekend,0,0,0,0
2020-05-13,27,TOTAAL,29,82,41,12
2020-05-14,0,Plaats van overlijden,0,0,0,0
2020-05-14,2,Ziekenhuis,1596,4242,1896,750
2020-05-14,3,Bevestigde gevallen,1510,4055,1820,725
2020-05-14,4,Mogelijke gevallen,86,187,76,25
2020-05-14,5,Woonzorgcentrum,1476,4567,2472,619
2020-05-14,6,Bevestigde gevallen,337,1033,497,199
2020-05-14,7,Mogelijke gevallen,1139,3534,1975,420
2020-05-14,8,Thuis,3,22,15,4
2020-05-14,9,Overige*,17,39,22,0
2020-05-14,10,Onbekend,12,33,20,1
2020-05-14,11,TOTAAL,3104,8903,4425,1374
2020-05-14,12,*Andere instellingen en residentiële collectiviteiten | Noot: Vanaf 24/04/2020 zijn er gegevens beschikbaar over de diagnostische status,0,0,0,0
2020-05-14,13,van sterfgevallen in woonzorgcentra in Vlaanderen (bevestigde en mogelijke COVID-19-gevallen).,0,0,0,0
2020-05-14,14,Gerapporteerde sterfgevallen in de laatste 24 uur,0,0,0,0
2020-05-14,16,Plaats van overlijden,0,0,0,0
2020-05-14,18,Ziekenhuis,10,30,13,7
2020-05-14,19,Bevestigde gevallen,10,30,13,7
2020-05-14,20,Mogelijke gevallen,0,0,0,0
2020-05-14,21,Woonzorgcentrum,10,29,17,2
2020-05-14,22,Bevestigde gevallen,8,25,17,0
2020-05-14,23,Mogelijke gevallen,2,4,0,2
2020-05-14,24,Thuis,0,0,0,0
2020-05-14,25,Overige*,0,1,1,0
2020-05-14,26,Onbekend,0,0,0,0
2020-05-14,27,TOTAAL,20,60,31,9
2020-05-16,0,Plaats van overlijden,0,0,0,0
2020-05-16,2,Ziekenhuis,1615,4302,1924,763
2020-05-16,3,Bevestigde gevallen,1527,4113,1848,738
2020-05-16,4,Mogelijke gevallen,88,189,76,25
2020-05-16,5,Woonzorgcentrum,1493,4610,2495,622
2020-05-16,6,Bevestigde gevallen,351,1061,510,200
2020-05-16,7,Mogelijke gevallen,1142,3549,1985,422
2020-05-16,8,Thuis,3,22,15,4
2020-05-16,9,Overige*,16,38,22,0
2020-05-16,10,Onbekend,12,33,20,1
2020-05-16,11,TOTAAL,3139,9005,4476,1390
2020-05-16,12,*Andere instellingen en residentiële collectiviteiten | Noot: Vanaf 24/04/2020 zijn er gegevens beschikbaar over de diagnostische status,0,0,0,0
2020-05-16,13,van sterfgevallen in woonzorgcentra in Vlaanderen (bevestigde en mogelijke COVID-19-gevallen).,0,0,0,0
2020-05-16,14,Gerapporteerde sterfgevallen in de laatste 24 uur,0,0,0,0
2020-05-16,16,Plaats van overlijden,0,0,0,0
2020-05-16,18,Ziekenhuis,10,25,11,4
2020-05-16,19,Bevestigde gevallen,9,24,11,4
2020-05-16,20,Mogelijke gevallen,1,1,0,0
2020-05-16,21,Woonzorgcentrum,11,22,10,1
2020-05-16,22,Bevestigde gevallen,9,16,6,1
2020-05-16,23,Mogelijke gevallen,2,6,4,0
2020-05-16,24,Thuis,0,0,0,0
2020-05-16,25,Overige*,0,0,0,0
2020-05-16,26,Onbekend,0,0,0,0
2020-05-16,27,TOTAAL,21,47,21,5
2020-05-17,0,Plaats van overlijden,0,0,0,0
2020-05-17,2,Ziekenhuis,1622,4324,1937,765
2020-05-17,3,Bevestigde gevallen,1534,4135,1861,740
2020-05-17,4,Mogelijke gevallen,88,189,76,25
2020-05-17,5,Woonzorgcentrum,1502,4634,2508,624
2020-05-17,6,Bevestigde gevallen,358,1080,520,202
2020-05-17,7,Mogelijke gevallen,1144,3554,1988,422
2020-05-17,8,Thuis,3,22,15,4
2020-05-17,9,Overige*,16,39,23,0
2020-05-17,10,Onbekend,12,33,20,1
2020-05-17,11,TOTAAL,3155,9052,4503,1394
2020-05-17,12,*Andere instellingen en residentiële collectiviteiten | Noot: Vanaf 24/04/2020 zijn er gegevens beschikbaar over de diagnostische status,0,0,0,0
2020-05-17,13,van sterfgevallen in woonzorgcentra in Vlaanderen (bevestigde en mogelijke COVID-19-gevallen).,0,0,0,0
2020-05-17,14,Gerapporteerde sterfgevallen in de laatste 24 uur,0,0,0,0
2020-05-17,16,Plaats van overlijden,0,0,0,0
2020-05-17,18,Ziekenhuis,7,22,13,2
2020-05-17,19,Bevestigde gevallen,7,22,13,2
2020-05-17,20,Mogelijke gevallen,0,0,0,0
2020-05-17,21,Woonzorgcentrum,9,24,13,2
2020-05-17,22,Bevestigde gevallen,7,19,10,2
2020-05-17,23,Mogelijke gevallen,2,5,3,0
2020-05-17,24,Thuis,0,0,0,0
2020-05-17,25,Overige*,0,1,1,0
2020-05-17,26,Onbekend,0,0,0,0
2020-05-17,27,TOTAAL,16,47,27,4
2020-05-18,0,Plaats van overlijden,0,0,0,0
2020-05-18,2,Ziekenhuis,1629,4340,1944,767
2020-05-18,3,Bevestigde gevallen,1540,4149,1867,742
2020-05-18,4,Mogelijke gevallen,89,191,77,25
2020-05-18,5,Woonzorgcentrum,1505,4646,2513,628
2020-05-18,6,Bevestigde gevallen,361,1089,524,204
2020-05-18,7,Mogelijke gevallen,1144,3557,1989,424
2020-05-18,8,Thuis,3,22,15,4
2020-05-18,9,Overige*,16,39,23,0
2020-05-18,10,Onbekend,12,33,20,1
2020-05-18,11,TOTAAL,3165,9080,4515,1400
2020-05-18,12,*Andere instellingen en residentiële collectiviteiten | Noot: Vanaf 24/04/2020 zijn er gegevens beschikbaar over de diagnostische status,0,0,0,0
2020-05-18,13,van sterfgevallen in woonzorgcentra in Vlaanderen (bevestigde en mogelijke COVID-19-gevallen).,0,0,0,0
2020-05-18,14,Gerapporteerde sterfgevallen in de laatste 24 uur,0,0,0,0
2020-05-18,16,Plaats van overlijden,0,0,0,0
2020-05-18,18,Ziekenhuis,7,16,7,2
2020-05-18,19,Bevestigde gevallen,6,14,6,2
2020-05-18,20,Mogelijke gevallen,1,2,1,0
2020-05-18,21,Woonzorgcentrum,3,12,5,4
2020-05-18,22,Bevestigde gevallen,3,9,4,2
2020-05-18,23,Mogelijke gevallen,0,3,1,2
2020-05-18,24,Thuis,0,0,0,0
2020-05-18,25,Overige*,0,0,0,0
2020-05-18,26,Onbekend,0,0,0,0
2020-05-18,27,TOTAAL,10,28,12,6
2020-05-19,0,Plaats van overlijden,0,0,0,0
2020-05-19,2,Ziekenhuis,1637,4361,1952,772
2020-05-19,3,Bevestigde gevallen,1548,4169,1874,747
2020-05-19,4,Mogelijke gevallen,89,192,78,25
2020-05-19,5,Woonzorgcentrum,1506,4653,2518,629
2020-05-19,6,Bevestigde gevallen,362,1096,529,205
2020-05-19,7,Mogelijke gevallen,1144,3557,1989,424
2020-05-19,8,Thuis,3,22,15,4
2020-05-19,9,Overige*,16,39,23,0
2020-05-19,10,Onbekend,12,33,20,1
2020-05-19,11,TOTAAL,3174,9108,4528,1406
2020-05-19,12,*Andere instellingen en residentiële collectiviteiten | Noot: Vanaf 24/04/2020 zijn er gegevens beschikbaar over de diagnostische status,0,0,0,0
2020-05-19,13,van sterfgevallen in woonzorgcentra in Vlaanderen (bevestigde en mogelijke COVID-19-gevallen).,0,0,0,0
2020-05-19,14,Gerapporteerde sterfgevallen in de laatste 24 uur,0,0,0,0
2020-05-19,16,Plaats van overlijden,0,0,0,0
2020-05-19,18,Ziekenhuis,8,21,8,5
2020-05-19,19,Bevestigde gevallen,8,20,7,5
2020-05-19,20,Mogelijke gevallen,0,1,1,0
2020-05-19,21,Woonzorgcentrum,2,8,5,1
2020-05-19,22,Bevestigde gevallen,1,7,5,1
2020-05-19,23,Mogelijke gevallen,1,1,0,0
2020-05-19,24,Thuis,0,0,0,0
2020-05-19,25,Overige*,0,0,0,0
2020-05-19,26,Onbekend,0,0,0,0
2020-05-19,27,TOTAAL,10,29,13,6
2020-05-20,0,Plaats van overlijden,0,0,0,0
2020-05-20,2,Ziekenhuis,1642,4381,1966,773
2020-05-20,3,Bevestigde gevallen,1552,4187,1887,748
2020-05-20,4,Mogelijke gevallen,90,194,79,25
2020-05-20,5,Woonzorgcentrum,1511,4673,2532,630
2020-05-20,6,Bevestigde gevallen,365,1113,542,206
2020-05-20,7,Mogelijke gevallen,1146,3560,1990,424
2020-05-20,8,Thuis,3,22,15,4
2020-05-20,9,Overige*,16,41,25,0
2020-05-20,10,Onbekend,12,33,20,1
2020-05-20,11,TOTAAL,3184,9150,4558,1408
2020-05-20,12,*Andere instellingen en residentiële collectiviteiten | Noot: Vanaf 24/04/2020 zijn er gegevens beschikbaar over de diagnostische status,0,0,0,0
2020-05-20,13,van sterfgevallen in woonzorgcentra in Vlaanderen (bevestigde en mogelijke COVID-19-gevallen).,0,0,0,0
2020-05-20,14,Gerapporteerde sterfgevallen in de laatste 24 uur,0,0,0,0
2020-05-20,16,Plaats van overlijden,0,0,0,0
2020-05-20,18,Ziekenhuis,5,20,14,1
2020-05-20,19,Bevestigde gevallen,4,18,13,1
2020-05-20,20,Mogelijke gevallen,1,2,1,0
2020-05-20,21,Woonzorgcentrum,5,20,14,1
2020-05-20,22,Bevestigde gevallen,3,17,13,1
2020-05-20,23,Mogelijke gevallen,2,3,1,0
2020-05-20,24,Thuis,0,0,0,0
2020-05-20,25,Overige*,0,2,2,0
2020-05-20,26,Onbekend,0,0,0,0
2020-05-20,27,TOTAAL,10,42,30,2
2020-05-21,0,Plaats van overlijden,0,0,0,0
2020-05-21,2,Ziekenhuis,1648,4402,1979,775
2020-05-21,3,Bevestigde gevallen,1558,4208,1900,750
2020-05-21,4,Mogelijke gevallen,90,194,79,25
2020-05-21,5,Woonzorgcentrum,1511,4683,2540,632
2020-05-21,6,Bevestigde gevallen,369,1127,550,208
2020-05-21,7,Mogelijke gevallen,1142,3556,1990,424
2020-05-21,8,Thuis,3,22,15,4
2020-05-21,9,Overige*,21,46,25,0
2020-05-21,10,Onbekend,12,33,20,1
2020-05-21,11,TOTAAL,3195,9186,4579,1412
2020-05-21,12,*Andere instellingen en residentiële collectiviteiten | Noot: Vanaf 24/04/2020 zijn er gegevens beschikbaar over de diagnostische status,0,0,0,0
2020-05-21,13,van sterfgevallen in woonzorgcentra in Vlaanderen (bevestigde en mogelijke COVID-19-gevallen).,0,0,0,0
2020-05-21,14,Gerapporteerde sterfgevallen in de laatste 24 uur,0,0,0,0
2020-05-21,16,Plaats van overlijden,0,0,0,0
2020-05-21,18,Ziekenhuis,6,21,13,2
2020-05-21,19,Bevestigde gevallen,6,21,13,2
2020-05-21,20,Mogelijke gevallen,0,0,0,0
2020-05-21,21,Woonzorgcentrum,6,16,8,2
2020-05-21,22,Bevestigde gevallen,5,15,8,2
2020-05-21,23,Mogelijke gevallen,1,1,0,0
2020-05-21,24,Thuis,0,0,0,0
2020-05-21,25,Overige*,0,0,0,0
2020-05-21,26,Onbekend,0,0,0,0
2020-05-21,27,TOTAAL,12,37,21,4
2020-05-23,0,Plaats van overlijden,0,0,0,0
2020-05-23,2,Ziekenhuis,1656,4431,1996,779
2020-05-23,3,Bevestigde gevallen,1565,4236,1917,754
2020-05-23,4,Mogelijke gevallen,91,195,79,25
2020-05-23,5,Woonzorgcentrum,1522,4705,2549,634
2020-05-23,6,Bevestigde gevallen,378,1144,558,208
2020-05-23,7,Mogelijke gevallen,1144,3561,1991,426
2020-05-23,8,Thuis,3,22,15,4
2020-05-23,9,Overige*,21,46,25,0
2020-05-23,10,Onbekend,12,33,20,1
2020-05-23,11,TOTAAL,3214,9237,4605,1418
2020-05-23,12,*Andere instellingen en residentiële collectiviteiten | Noot: Vanaf 24/04/2020 zijn er gegevens beschikbaar over de diagnostische status,0,0,0,0
2020-05-23,13,van sterfgevallen in woonzorgcentra in Vlaanderen (bevestigde en mogelijke COVID-19-gevallen).,0,0,0,0
2020-05-23,14,Gerapporteerde sterfgevallen in de laatste 24 uur,0,0,0,0
2020-05-23,16,Plaats van overlijden,0,0,0,0
2020-05-23,18,Ziekenhuis,5,15,8,2
2020-05-23,19,Bevestigde gevallen,4,14,8,2
2020-05-23,20,Mogelijke gevallen,1,1,0,0
2020-05-23,21,Woonzorgcentrum,4,10,6,0
2020-05-23,22,Bevestigde gevallen,4,9,5,0N/A
2020-05-23,23,Mogelijke gevallen,0,1,1,0N/A
2020-05-23,24,Thuis,0,0,0,0
2020-05-23,25,Overige*,0,0,0,0
2020-05-23,26,Onbekend,0,0,0,0
2020-05-23,27,TOTAAL,9,25,14,2
2020-05-24,0,Plaats van overlijden,0,0,0,0
2020-05-24,2,Ziekenhuis,1664,4453,2007,782
2020-05-24,3,Bevestigde gevallen,1571,4255,1928,756
2020-05-24,4,Mogelijke gevallen,93,198,79,26
2020-05-24,5,Woonzorgcentrum,1531,4723,2557,635
2020-05-24,6,Bevestigde gevallen,385,1159,566,208
2020-05-24,7,Mogelijke gevallen,1146,3564,1991,427
2020-05-24,8,Thuis,5,25,15,5
2020-05-24,9,Overige*,21,46,25,0
2020-05-24,10,Onbekend,12,33,20,1
2020-05-24,11,TOTAAL,3233,9280,4624,1423
2020-05-25,0,Plaats van overlijden,0,0,0,0
2020-05-25,2,Ziekenhuis,1675,4473,2012,786
2020-05-25,3,Bevestigde gevallen,1580,4273,1933,760
2020-05-25,4,Mogelijke gevallen,95,200,79,26
2020-05-25,5,Woonzorgcentrum,1533,4735,2567,635
2020-05-25,6,Bevestigde gevallen,386,1166,572,208
2020-05-25,7,Mogelijke gevallen,1147,3569,1995,427
2020-05-25,8,Thuis,5,25,15,5
2020-05-25,9,Overige*,21,46,25,0
2020-05-25,10,Onbekend,12,33,20,1
2020-05-25,11,TOTAAL,3246,9312,4639,1427
2020-05-25,12,*Andere instellingen en residentiële collectiviteiten | Noot: Vanaf 24/04/2020 zijn er gegevens beschikbaar over de diagnostische status,0,0,0,0
2020-05-25,13,van sterfgevallen in woonzorgcentra in Vlaanderen (bevestigde en mogelijke COVID-19-gevallen).,0,0,0,0
2020-05-25,14,Gerapporteerde sterfgevallen in de laatste 24 uur,0,0,0,0
2020-05-25,16,Plaats van overlijden,0,0,0,0
2020-05-25,18,Ziekenhuis,11,20,5,4
2020-05-25,19,Bevestigde gevallen,9,18,5,4
2020-05-25,20,Mogelijke gevallen,2,2,0,0
2020-05-25,21,Woonzorgcentrum,2,12,10,0
2020-05-25,22,Bevestigde gevallen,1,7,6,0N/A
2020-05-25,23,Mogelijke gevallen,1,5,4,0N/A
2020-05-25,24,Thuis,0,0,0,0
2020-05-25,25,Overige*,0,0,0,0
2020-05-25,26,Onbekend,0,0,0,0
2020-05-25,27,TOTAAL,13,32,15,4
2020-05-26,0,Plaats van overlijden,0,0,0,0
2020-05-26,2,Ziekenhuis,1680,4488,2019,789
2020-05-26,3,Bevestigde gevallen,1583,4286,1940,763
2020-05-26,4,Mogelijke gevallen,97,202,79,26
2020-05-26,5,Woonzorgcentrum,1534,4742,2572,636
2020-05-26,6,Bevestigde gevallen,387,1173,577,209
2020-05-26,7,Mogelijke gevallen,1147,3569,1995,427
2020-05-26,8,Thuis,5,25,15,5
2020-05-26,9,Overige*,21,46,25,0
2020-05-26,10,Onbekend,12,33,20,1
2020-05-26,11,TOTAAL,3252,9334,4651,1431
2020-05-26,12,*Andere instellingen en residentiële collectiviteiten | Noot: Vanaf 24/04/2020 zijn er gegevens beschikbaar over de diagnostische status,0,0,0,0
2020-05-26,13,van sterfgevallen in woonzorgcentra in Vlaanderen (bevestigde en mogelijke COVID-19-gevallen).,0,0,0,0
2020-05-26,14,Gerapporteerde sterfgevallen in de laatste 24 uur,0,0,0,0
2020-05-26,16,Plaats van overlijden,0,0,0,0
2020-05-26,18,Ziekenhuis,6,16,7,3
2020-05-26,19,Bevestigde gevallen,4,14,7,3
2020-05-26,20,Mogelijke gevallen,2,2,0,0
2020-05-26,21,Woonzorgcentrum,1,7,5,1
2020-05-26,22,Bevestigde gevallen,1,7,5,1
2020-05-26,23,Mogelijke gevallen,0,0,0,0
2020-05-26,24,Thuis,0,0,0,0
2020-05-26,25,Overige*,0,0,0,0
2020-05-26,26,Onbekend,0,0,0,0
2020-05-26,27,TOTAAL,7,23,12,4
2020-05-27,0,Plaats van overlijden,0,0,0,0
2020-05-27,2,Ziekenhuis,1685,4504,2028,791
2020-05-27,3,Bevestigde gevallen,1587,4301,1949,765
2020-05-27,4,Mogelijke gevallen,98,203,79,26
2020-05-27,5,Woonzorgcentrum,1540,4757,2580,637
2020-05-27,6,Bevestigde gevallen,394,1188,584,210
2020-05-27,7,Mogelijke gevallen,1146,3569,1996,427
2020-05-27,8,Thuis,8,28,15,5
2020-05-27,9,Overige*,21,46,25,0
2020-05-27,10,Onbekend,8,29,20,1
2020-05-27,11,TOTAAL,3262,9364,4668,1434
2020-05-27,12,*Andere instellingen en residentiële collectiviteiten | Noot: Vanaf 24/04/2020 zijn er gegevens beschikbaar over de diagnostische status,0,0,0,0
2020-05-27,13,van sterfgevallen in woonzorgcentra in Vlaanderen (bevestigde en mogelijke COVID-19-gevallen).,0,0,0,0
2020-05-27,14,Gerapporteerde sterfgevallen in de laatste 24 uur,0,0,0,0
2020-05-27,16,Plaats van overlijden,0,0,0,0
2020-05-27,18,Ziekenhuis,5,16,9,2
2020-05-27,19,Bevestigde gevallen,4,15,9,2
2020-05-27,20,Mogelijke gevallen,1,1,0,0
2020-05-27,21,Woonzorgcentrum,8,17,8,1
2020-05-27,22,Bevestigde gevallen,7,15,7,1
2020-05-27,23,Mogelijke gevallen,1,2,1,0
2020-05-27,24,Thuis,3,3,0,0
2020-05-27,25,Overige*,0,0,0,0
2020-05-27,26,Onbekend,0,0,0,0
2020-05-27,27,TOTAAL,16,36,17,3
2020-05-28,0,Plaats van overlijden,0,0,0,0
2020-05-28,2,Ziekenhuis,1691,4522,2039,792
2020-05-28,3,Bevestigde gevallen,1593,4318,1959,766
2020-05-28,4,Mogelijke gevallen,98,204,80,26
2020-05-28,5,Woonzorgcentrum,1540,4762,2584,638
2020-05-28,6,Bevestigde gevallen,397,1195,588,210
2020-05-28,7,Mogelijke gevallen,1143,3567,1996,428
2020-05-28,8,Thuis,9,30,15,6
2020-05-28,9,Overige*,22,48,26,0
2020-05-28,10,Onbekend,5,26,20,1
2020-05-28,11,TOTAAL,3267,9388,4684,1437
2020-05-28,12,*Andere instellingen en residentiële collectiviteiten | Noot: Vanaf 24/04/2020 zijn er gegevens beschikbaar over de diagnostische status,0,0,0,0
2020-05-28,13,van sterfgevallen in woonzorgcentra in Vlaanderen (bevestigde en mogelijke COVID-19-gevallen).,0,0,0,0
2020-05-28,14,Gerapporteerde sterfgevallen in de laatste 24 uur,0,0,0,0
2020-05-28,16,Plaats van overlijden,0,0,0,0
2020-05-28,18,Ziekenhuis,6,18,11,1
2020-05-28,19,Bevestigde gevallen,6,18,11,1
2020-05-28,20,Mogelijke gevallen,0,0,0,0
2020-05-28,21,Woonzorgcentrum,4,9,4,1
2020-05-28,22,Bevestigde gevallen,3,7,4,0
2020-05-28,23,Mogelijke gevallen,1,2,0,1
2020-05-28,24,Thuis,1,2,0,1
2020-05-28,25,Overige*,1,2,1,0
2020-05-28,26,Onbekend,0,0,0,0
2020-05-28,27,TOTAAL,12,31,16,3
2020-05-30,0,Plaats van overlijden,0,0,0,0
2020-05-30,2,Ziekenhuis,1700,4552,2053,799
2020-05-30,3,Bevestigde gevallen,1602,4348,1973,773
2020-05-30,4,Mogelijke gevallen,98,204,80,26
2020-05-30,5,Woonzorgcentrum,1544,4790,2597,649
2020-05-30,6,Bevestigde gevallen,401,1210,598,211
2020-05-30,7,Mogelijke gevallen,1143,3580,1999,438
2020-05-30,8,Thuis,12,33,15,6
2020-05-30,9,Overige*,22,52,30,0
2020-05-30,10,Onbekend,5,26,20,1
2020-05-30,11,TOTAAL,3283,9453,4715,1455
2020-05-30,12,*Andere instellingen en residentiële collectiviteiten | Noot: Vanaf 24/04/2020 zijn er gegevens beschikbaar over de diagnostische status,0,0,0,0
2020-05-30,13,van sterfgevallen in woonzorgcentra in Vlaanderen (bevestigde en mogelijke COVID-19-gevallen).,0,0,0,0
2020-05-30,14,Gerapporteerde sterfgevallen in de laatste 24 uur,0,0,0,0
2020-05-30,16,Plaats van overlijden,0,0,0,0
2020-05-30,18,Ziekenhuis,5,13,6,2
2020-05-30,19,Bevestigde gevallen,5,13,6,2
2020-05-30,20,Mogelijke gevallen,0,0,0,0
2020-05-30,21,Woonzorgcentrum,3,8,4,1
2020-05-30,22,Bevestigde gevallen,3,8,4,1
2020-05-30,23,Mogelijke gevallen,0,0,0,0
2020-05-30,24,Thuis,0,0,0,0
2020-05-30,25,Overige*,0,2,2,0
2020-05-30,26,Onbekend,0,0,0,0
2020-05-30,27,TOTAAL,8,23,12,3
2020-05-31,0,Plaats van overlijden,0,0,0,0
2020-05-31,2,Ziekenhuis,1704,4560,2056,800
2020-05-31,3,Bevestigde gevallen,1606,4355,1975,774
2020-05-31,4,Mogelijke gevallen,98,205,81,26
2020-05-31,5,Woonzorgcentrum,1547,4796,2597,652
2020-05-31,6,Bevestigde gevallen,404,1216,598,214
2020-05-31,7,Mogelijke gevallen,1143,3580,1999,438
2020-05-31,8,Thuis,12,33,15,6
2020-05-31,9,Overige*,22,52,30,0
2020-05-31,10,Onbekend,5,26,20,1
2020-05-31,11,TOTAAL,3290,9467,4718,1459
2020-05-31,12,*Andere instellingen en residentiële collectiviteiten | Noot: Vanaf 24/04/2020 zijn er gegevens beschikbaar over de diagnostische status,0,0,0,0
2020-05-31,13,van sterfgevallen in woonzorgcentra in Vlaanderen (bevestigde en mogelijke COVID-19-gevallen).,0,0,0,0
2020-05-31,14,Gerapporteerde sterfgevallen in de laatste 24 uur,0,0,0,0
2020-05-31,16,Plaats van overlijden,0,0,0,0
2020-05-31,18,Ziekenhuis,4,8,3,1
2020-05-31,19,Bevestigde gevallen,4,7,2,1
2020-05-31,20,Mogelijke gevallen,0,1,1,0
2020-05-31,21,Woonzorgcentrum,3,6,0,3
2020-05-31,22,Bevestigde gevallen,3,6,0N/A3,
2020-05-31,23,Mogelijke gevallen,0,0,0N/A0,
2020-05-31,24,Thuis,0,0,0,0
2020-05-31,25,Overige*,0,0,0,0
2020-05-31,26,Onbekend,0,0,0,0
2020-05-31,27,TOTAAL,7,14,3,4
2020-06-01,0,Plaats van overlijden,0,0,0,0
2020-06-01,2,Ziekenhuis,1706,4574,2064,804
2020-06-01,3,Bevestigde gevallen,1608,4366,1981,777
2020-06-01,4,Mogelijke gevallen,98,208,83,27
2020-06-01,5,Woonzorgcentrum,1547,4801,2602,652
2020-06-01,6,Bevestigde gevallen,404,1221,603,214
2020-06-01,7,Mogelijke gevallen,1143,3580,1999,438
2020-06-01,8,Thuis,12,33,15,6
2020-06-01,9,Overige*,22,52,30,0
2020-06-01,10,Onbekend,5,26,20,1
2020-06-01,11,TOTAAL,3292,9486,4731,1463
2020-06-01,12,*Andere instellingen en residentiële collectiviteiten | Noot: Vanaf 24/04/2020 zijn er gegevens beschikbaar over de diagnostische status,0,0,0,0
2020-06-01,13,van sterfgevallen in woonzorgcentra in Vlaanderen (bevestigde en mogelijke COVID-19-gevallen).,0,0,0,0
2020-06-01,14,Gerapporteerde sterfgevallen in de laatste 24 uur,0,0,0,0
2020-06-01,16,Plaats van overlijden,0,0,0,0
2020-06-01,18,Ziekenhuis,2,14,8,4
2020-06-01,19,Bevestigde gevallen,2,11,6,3
2020-06-01,20,Mogelijke gevallen,0,3,2,1
2020-06-01,21,Woonzorgcentrum,0,5,5,0
2020-06-01,22,Bevestigde gevallen,0N/A,5,5,0N/A
2020-06-01,23,Mogelijke gevallen,0N/A,0,0,0N/A
2020-06-01,24,Thuis,0,0,0,0
2020-06-01,25,Overige*,0,0,0,0
2020-06-01,26,Onbekend,0,0,0,0
2020-06-01,27,TOTAAL,2,19,13,4
2020-06-02,0,Plaats van overlijden,0,0,0,0
2020-06-02,2,Ziekenhuis,1710,4587,2072,805
2020-06-02,3,Bevestigde gevallen,1611,4378,1989,778
2020-06-02,4,Mogelijke gevallen,99,209,83,27
2020-06-02,5,Woonzorgcentrum,1549,4807,2606,652
2020-06-02,6,Bevestigde gevallen,406,1226,606,214
2020-06-02,7,Mogelijke gevallen,1143,3581,2000,438
2020-06-02,8,Thuis,12,33,15,6
2020-06-02,9,Overige*,22,52,30,0
2020-06-02,10,Onbekend,5,26,20,1
2020-06-02,11,TOTAAL,3298,9505,4743,1464
2020-06-02,12,*Andere instellingen en residentiële collectiviteiten | Noot: Vanaf 24/04/2020 zijn er gegevens beschikbaar over de diagnostische status,0,0,0,0
2020-06-02,13,van sterfgevallen in woonzorgcentra in Vlaanderen (bevestigde en mogelijke COVID-19-gevallen).,0,0,0,0
2020-06-02,14,Gerapporteerde sterfgevallen in de laatste 24 uur,0,0,0,0
2020-06-02,16,Plaats van overlijden,0,0,0,0
2020-06-02,18,Ziekenhuis,4,13,8,1
2020-06-02,19,Bevestigde gevallen,3,12,8,1
2020-06-02,20,Mogelijke gevallen,1,1,0,0
2020-06-02,21,Woonzorgcentrum,2,6,4,0
2020-06-02,22,Bevestigde gevallen,2,5,3,0N/A
2020-06-02,23,Mogelijke gevallen,0,1,1,0N/A
2020-06-02,24,Thuis,0,0,0,0
2020-06-02,25,Overige*,0,0,0,0
2020-06-02,26,Onbekend,0,0,0,0
2020-06-02,27,TOTAAL,6,19,12,1
2020-06-03,0,Plaats van overlijden,0,0,0,0
2020-06-03,2,Ziekenhuis,1715,4598,2078,805
2020-06-03,3,Bevestigde gevallen,1616,4388,1994,778
2020-06-03,4,Mogelijke gevallen,99,210,84,27
2020-06-03,5,Woonzorgcentrum,1551,4813,2610,652
2020-06-03,6,Bevestigde gevallen,408,1231,609,214
2020-06-03,7,Mogelijke gevallen,1143,3582,2001,438
2020-06-03,8,Thuis,12,33,15,6
2020-06-03,9,Overige*,22,52,30,0
2020-06-03,10,Onbekend,5,26,20,1
2020-06-03,11,TOTAAL,3305,9522,4753,1464
2020-06-03,12,*Andere instellingen en residentiële collectiviteiten | Noot: Vanaf 24/04/2020 zijn er gegevens beschikbaar over de diagnostische status,0,0,0,0
2020-06-03,13,van sterfgevallen in woonzorgcentra in Vlaanderen (bevestigde en mogelijke COVID-19-gevallen).,0,0,0,0
2020-06-03,14,Gerapporteerde sterfgevallen in de laatste 24 uur,0,0,0,0
2020-06-03,16,Plaats van overlijden,0,0,0,0
2020-06-03,18,Ziekenhuis,5,11,6,0N/A
2020-06-03,19,Bevestigde gevallen,5,10,5,0N/A
2020-06-03,20,Mogelijke gevallen,0,1,1,0N/A
2020-06-03,21,Woonzorgcentrum,2,6,4,0N/A
2020-06-03,22,Bevestigde gevallen,2,5,3,0N/A
2020-06-03,23,Mogelijke gevallen,0,1,1,0N/A
